Jogo,Total de vendas
Cabela's African Safari,0.18000000000000002
Chuck E. Cheese's Party Games,0.35000000000000003
Hitman: HD Trilogy,0.39
Medal of Honor,8.61
Taito Legends Power Up,0.05
NFL GameDay,0.8500000000000001
Caesars Palace Advance: Millennium Gold Edition,0.07
Angelique Duet,0.04
Millipede / Super Breakout / Lunar Lander,0.04
Bleach: Versus Crusade,0.06
Dragon Ball Z: Shin Butouden,0.09
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,0.01
Chessmaster: The Art of Learning,0.28
NHL 10,1.24
DoDonPachi Dai-Oujou: Black Label Extra,0.02
Winning Post 7 2010,0.12000000000000001
Gunvalkyrie,0.18000000000000002
New Atelier Rorona: Hajimari no Monogatari,0.02
Fishdom 2 Deluxe,0.03
Covert Ops: Nuclear Dawn,0.24
Entaku no Seito: The Eternal Legend,0.02
NASCAR Thunder 2003,0.5800000000000001
Gradius,1.36
Dragon Ball: Origins (JP & incomplete US sales),0.21000000000000002
Ookami to Koushinryou: Omiowataru Kaze,0.02
BattleForge,0.01
National Geographic Panda (US sales),0.04
Earth Defense Force 2025,0.52
Import Tuner Challenge (American sales),0.09
Kororinpa: Marble Mania,0.14
7 Roses: A Darkness Rises,0.02
Top Gear Rally 2,0.11
Ratchet & Clank Collection,0.78
Midnight Club 3: DUB Edition,4.4
Speed Kings,0.16
Indiana Jones and the Emperor's Tomb,0.19000000000000003
Derby Stallion Gold,0.14
Hajime no Ippo Portable: Victorious Spirits,0.06
Front Mission 4,0.54
Oni,0.53
The King of Fighters '98: Dream Match Never Ends,0.09
Finny the Fish & the Seven Waters,0.05
Trauma Center: Under the Knife 2,0.11
Zoey 101: Field Trip Fiasco,0.02
Summon Night 5,0.15
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.02
Dr. Slump & Arale-Chan,0.01
College Hoops 2K6,0.21
Baby Pals,0.29000000000000004
2 Games in 1: Sonic Pinball Party & Columns Crown,0.06
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,0.02
ABBA: You Can Dance,0.7999999999999999
Classic NES Series: The Legend of Zelda,0.89
DeathSmiles II,0.03
Disney Infinity 2.0: Marvel Super Heroes,3.9499999999999993
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,0.02
Star Wars Episode II: Attack of the Clones,0.76
Mega Man Battle Network 5: Double Team DS (US sales),0.07
Iggy's Reckin' Balls,0.08
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.35000000000000003
Code Name: S.T.E.A.M.,0.22
Raw Danger! (JP sales),0.06
Suikoden II,0.67
The Croods: Prehistoric Party!,0.24000000000000005
Assassin's Creed IV: Black Flag,13.200000000000001
Ace Combat 5: The Unsung War,1.72
Ford Racing Off Road,0.8300000000000001
Pokemon Snap,3.6300000000000003
MotorStorm: Pacific Rift,1.3800000000000001
Dynasty Warriors 5 Empires,0.48
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,0.12
Hiiro no Kakera 2: Hisui no Shizuku,0.03
PopCap Arcade Vol 2,0.03
"3 in 1: Solitaire, Mahjong & Tangram",0.08
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,0.53
WCW/NWO Thunder,1.6900000000000002
Mace: The Dark Age,0.19
Jampack Volume 13 (RP-T),0.63
Pokemon Art Academy,0.49
Mr. Do!,0.28
Animal Planet: Vet Life,0.21000000000000002
Big Brain Academy,6.669999999999999
M&Ms Shell Shocked,0.03
Age of Conan: Rise of the Godslayer,0.02
Yu-Gi-Oh! GX: Tag Force,0.13999999999999999
Mario Super Sluggers,1.92
Aero Elite: Combat Academy,0.08
Black & White 2,0.09
Pure Pinball,0.04
Sins of a Solar Empire,0.03
Nendoroid Generation,0.06
FIFA 17,6.899999999999998
Wario Land II (GBC),0.38
Yu-Gi-Oh! 5D's Tag Force 5,0.35
Venus & Braves: Majo to Megami to Horobi no Yogen,0.05
Secret Service,0.04
The Suffering: Ties That Bind,0.27
Taiho Shichauzo!,0.05
Transformers: War for Cybertron -- Decepticons,0.13
Bakumatsu Renka: Karyuu Kenshi-den,0.02
California Speed,0.16
Lucian Bee's: Justice Yellow / Evil Violet,0.07
Sword Art Online: Infinity Moment,0.22
Bratz: Super Babyz,0.28
Tamagotchi Connection: Corner Shop 3,0.39
Super Robot Taisen W,0.3
Ape Escape: On the Loose,0.7000000000000001
Kamen Rider: Battride War,0.19
Ride,0.45000000000000007
NHL 15,1.8200000000000003
Mission: Impossible - Operation Surma,0.4700000000000001
The Incredibles,5.279999999999999
Stuntman,1.59
Virtua Fighter 5,1.09
Martian Gothic: Unification,0.11
Escape Dead Island,0.17
IL-2 Sturmovik: Cliffs of Dover,0.05
KORG DS-10 Synthesizer,0.23
Namco Museum: 50th Anniversary,4.56
Paws & Claws: Dogs & Cats Best Friends,0.51
World Destruction League: Thunder Tanks,0.33
Bakugan: Battle Trainer,0.13
Saru! Get You! SaruSaru Daisakusen,0.03
Tom Clancy's Rainbow Six: Lockdown,0.8000000000000002
R.B.I. Baseball 2016,0.04
Defendin' De Penguin,0.07
Sonic Rivals 2,1.52
Cross Channel: In Memory of All People,0.02
Take A Break's: Puzzle Master,0.16
Kirby's Dream Course,0.59
WSC REAL 09: World Snooker Championship,0.02
Shin Chan Contra ¡Los Plastas!,0.07
Spectrobes,0.76
Final Fantasy V,2.62
Shugo Chara! Amunonijiro Chara Change,0.03
Sly Cooper: Thieves in Time,0.8300000000000001
MySims Kingdom,3.1299999999999994
Tsuyo Kiss 3 Portable,0.01
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,0.04
Kirby: Canvas Curse,0.73
Super Mario Maker,3.18
Sonic & Knuckles,1.8199999999999998
Nounai Aeshe: IQ Suppli DS,0.3
Sotsugyou II: Neo Generation Special,0.02
Pictionary: Ultimate Edition,0.47000000000000003
Napoleon: Total War,0.66
Spider-Man 2,7.619999999999999
NTRA Breeders' Cup World Thoroughbred Championships,0.19000000000000003
Gakuen Hetalia Portable,0.04
Ghost Trick: Phantom Detective,0.43000000000000005
Yu-Gi-Oh! The Falsebound Kingdom,0.71
Monster 4X4: World Circuit,0.8900000000000001
Kameo: Elements of Power,0.3400000000000001
Dave Mirra Freestyle BMX: Maximum Remix,0.27
Outlaw Golf: Nine Holes of Christmas,0.1
DreamWorks Super Star Kartz,0.5700000000000001
Need for Speed Rivals,5.1000000000000005
Cool Boarders 3,2.31
Road Trip: The Arcade Edition,0.02
Archer Maclean Presents: Pool Paradise,0.09
Naruto: The Broken Bond,0.5900000000000001
FaceBreaker,0.37
Alia's Carnival! Sacrament,0.03
Kurt Warner's Arena Football Unleashed,0.13
Cabela's Dangerous Hunts 2011,1.36
Mahjong Master,0.09
Driver 2,4.7299999999999995
Togainu no Chi: True Blood,0.03
Metal Slug Advance,0.08
Hunted: The Demon's Forge,0.53
Animal Genius,0.12
Dragon Ball: XenoVerse,2.1900000000000004
Safari Adventures: Africa,0.06
.hack//Mutation Part 2,0.6700000000000002
Oddworld: Abe's Oddysee,1.25
Super Robot Taisen OG: Original Generations,0.44
Twisted Metal: Black,1.41
Mugen Souls,0.16000000000000003
Big Bass Fishing,0.02
Forza Motorsport 3,5.52
Mat Hoffman's Pro BMX 2,0.8600000000000001
Battle Dodge Ball,0.33
Naval Assault: The Killing Tide,0.17
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,0.03
Kenka Bancho Bros: Tokyo Battle Royale,0.1
Power Pro Kun Pocket 10,0.3
The Unholy War,0.13
The Sims: Hot Date,1.81
World Soccer Winning Eleven 9 (JP & Others sales),1.2
WWE Wrestlemania XIX,0.34
Call of Duty 2,2.0799999999999996
Mega Man Zero 4,0.11
Spy Hunter: Nowhere To Run,0.02
Excite Truck,0.55
Darius Burst: Chronicle Saviours,0.03
Saigo no Yakusoku no Monogatari,0.11
Pokemon Ranger: Shadows of Almia,2.29
Fatal Fury,0.39
World of Outlaws: Sprint Cars 2002,0.47000000000000003
Dance Dance Revolution: Disney Channel Edition,0.24
Our House,0.16
Curse of the Amsterdam Diamond,0.01
Dying Light,2.6599999999999997
Petz Bunnyz Bunch,0.05
MegaTagmension Blanc + Neptune VS Zombies,0.11
Namco Museum Vol.2,0.28
Amnesia Crowd,0.05
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,0.08
Street Jam Basketball,0.03
Motocross Maniacs Advance,0.27
Shin Sangoku Musou 4 Special,0.01
Gokujou Parodius,0.18
Avatar: The Last Airbender - The Burning Earth,1.1500000000000001
Hitman 2: Silent Assassin,3.09
Escape from Bug Island,0.060000000000000005
Lost: Via Domus,1.11
F-Zero: Maximum Velocity,1.04
ExciteBots: Trick Racing,0.28
Mr. Driller: Drill Spirits,0.14
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,0.19
DanceMasters,0.19999999999999998
.hack//Link,0.14
Alvin and the Chipmunks: The Squeakquel,0.4
Manhunt 2,1.4100000000000001
Busou Renkin: Youkoso Papillon Park e,0.02
Billy the Wizard: Rocket Broomstick Racing,0.04
Lumines ll,0.31
Rune: Viking Warlord,0.26
Metal Gear Solid: Peace Walker HD Edition,0.15
Family Feud: 2012 Edition,0.31000000000000005
Mega Man Battle Chip Challenge,0.11
The Witcher: Enhanced Edition,0.33
Mortal Kombat X,4.09
Da Capo I & II Plus Situation Portable,0.04
Medal of Honor: European Assault (All Region sales),1.8800000000000001
Xenosaga Episode I: Der Wille zur Macht,1.74
Disney Sports Basketball,0.01
Harukanaru Toki no Naka de 3,0.05
Don King Presents: Prizefighter,0.24000000000000002
Army Men: Sarge's War,0.26
NFL GameDay 2004,0.41
Breach,0.01
Strawberry Shortcake: Strawberryland Games,0.05
"Monsters, Inc.",1.98
SOCOM 4: U.S. Navy SEALs,0.9
Seaman 2: Peking Genjin Ikusei Kit,0.06
Super Baseball Simulator 1.000,0.2
XIII,0.9100000000000001
Densetsu no Stafi 3,0.24000000000000002
Jersey Devil,0.23
Left Brain Right Brain: Use Both Hands Train Both Sides,0.16
NFL Quarterback Club 2002,0.27
Saint Seiya: Brave Soldiers,0.06999999999999999
Ribbit King,0.15
Super Castlevania IV,0.63
Viewpoint,0.07
Toy Story 3: The Video Game,6.069999999999999
Airport Simulator,0.02
Garfield: A Tale of Two Kitties,0.03
Disciples III: Renaissance,0.01
Super Fruit Fall,0.01
Tales of the Tempest,0.18
MLB 15: The Show,1.34
Dungeons - The Dark Lord,0.01
Legends of WrestleMania,0.9400000000000001
Way of the Samurai 2,0.33
Grudge Warriors,0.42000000000000004
Attack on Titan (KOEI),0.42
Genkai Totsuki Moero Chronicle,0.08
Shin Nippon Pro Wrestling: Toukon Retsuden,0.32
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,1.76
King of Fighters 2002: Unlimited Match Tougeki Ver.,0.01
Emily Archer and the Curse of Tutankhamun,0.03
Casino Chaos With Las Vegas Players Collection,0.03
Chuugaku Eitango Target 1800 DS,0.07
America's Army: True Soldiers,0.09
Hakuouki: Bakumatsu Musou Roku,0.05
Sonic Riders: Zero Gravity,1.12
SpongeBob SquarePants: Creature from the Krusty Krab,1.33
Romance of the Three Kingdoms XII,0.11
Code of Princess,0.2
Deus Ex,0.01
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,0.08
World League Soccer,0.15
Little Busters! Converted Edition,0.12
Taiko no Tatsujin: Wii U Version!,0.19
Kelly Slater's Pro Surfer,0.6100000000000001
Pop'n Music Portable 2,0.06
Real Robots Final Attack,0.08
Ecco: The Tides of Time,0.07
The Flintstones: Bedrock Bowling,0.13
Wario Land 4,2.26
Idol Janshi Suchie-Pai IV,0.01
Machi-ing Maker 4,0.02
Gudetama: Hanjuku de Tanomuwa,0.03
Whiplash,0.18000000000000002
Mad Maestro!,0.060000000000000005
Test Drive 4,1.2100000000000002
"Prinny 2: Dawn of Operation Panties, Dood!",0.09
Pokemon Conquest,1.0499999999999998
Gundam Battle Tactics,0.07
Aliens: Infestation,0.18
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,0.02
Imagine: Fashion Designer World Tour,0.29000000000000004
Forza Motorsport,1.05
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,0.06
Fatal Fury Special,0.56
Memories Off: Sorekara Again,0.02
Smart Boy's Toys Club,0.06
Happiness! De-Lucks,0.02
Kamiwaza,0.05
Hyperdimension Neptunia Re;Birth 2,0.09000000000000001
Odin Sphere: Leifthrasir,0.4
Star Trek: The Game,0.51
American Bass Challenge,0.04
Pilot ni Narou! 2,0.08
PictoImage,0.11
The Godfather: Dons Edition,0.30000000000000004
Beyblade VForce: Ultimate Blader Jam,0.72
Mario Party 3,1.9100000000000001
Densha De Go! 2,0.41000000000000003
Interplay Sports Baseball 2000,0.05
Farming Simulator 2015,2.64
Final Fantasy XI: All-In-One Pack 2006,0.02
Nervous Brickdown,0.01
Vietcong,0.02
Card Fight!! Vanguard G: Stride to Victory!!,0.04
Whiteout,0.05
Advance Wars: Dual Strike,0.3999999999999999
Barbie: Groom and Glam Pups,0.66
MotoGP '06,0.13
Prince of Persia Trilogy,0.51
NCAA Final Four 2000,0.37
The Sims: Makin' Magic,1.9200000000000002
Shinobi Koutsutsu,0.01
Imagine: Ballet Star,0.26
Superbike 2000,0.27
Friend Collection,3.67
Risk / Battleship / Clue,0.35
Go! Sudoku,0.12
Sega Superstars,0.16
Triple Play 2001,1.33
Back to the Future: The Game,0.36000000000000004
My Animal Centre,0.02
Bomberman Land Touch!,0.08
Ridge Racer 3D,0.49
Metal Saga: Hagane no Kisetsu,0.03
Hamster Club 3,0.36
Popeye,1.6400000000000001
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,0.1
Mega Man Zero 3,0.22
Littlest Pet Shop: City Friends,0.31
Taiko no Tatsujin DS: Touch de Dokodon!,0.66
Batman: Dark Tomorrow,0.18
World Series Baseball,0.27
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",2.73
Tetris DS,2.14
Powerful Golf,0.05
The Clique: Diss and Make Up,0.12
Resident Evil: Deadly Silence,0.27
The Hardy Boys: The Hidden Theft,0.11
NFL GameDay 98,1.6800000000000002
Beautiful Katamari,0.33
Grand Theft Auto: Vice City Stories,6.0600000000000005
Hummer Badlands,0.060000000000000005
Nicola Kanshuu: Model Oshare * Audition Platina,0.08
Pocket Monsters Stadium,1.37
Haikyuu!! Tsunage! Itadaki no Keshiki!!,0.07
Final Fantasy Fables: Chocobo's Dungeon,0.21000000000000002
Galaxian,0.78
Resident Evil: Umbrella Corps,0.02
WTF: Work Time Fun,0.04
Imagine: Master Chef,1.48
Return Fire,0.09
Twisted Metal (2012),0.81
Petz Wild Animals: Dolphinz,1.3199999999999998
Jojo's Bizarre Adventure,0.02
Sengoku Efuda Yuugi: Hototogisu Ran,0.02
Battle Commander: Hachibushu Shura no Heihou,0.18
Just Dance: Disney Party,0.29000000000000004
Furu Furu Park,0.05
Frogger's Adventures: The Rescue,0.47
Oshare Majo Love and Berry: DS Collection,1.01
Utawarerumono: Itsuwari no Kamen,0.18
Secret of Mana,1.83
Gold's Gym: Cardio Workout (Others sales),0.32
Sakura Wars GB,0.14
Starry ? Sky: In Summer,0.06
DS Bimoji Training,0.56
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,0.08
Texas Hold 'Em Poker,0.61
Super Paper Mario,3.7699999999999996
WWE SmackDown! vs. Raw,2.8300000000000005
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,0.02
Turn It Around,0.03
International Superstar Soccer 2000,0.2
Kane & Lynch 2: Dog Days,1.1600000000000001
Famicom Mini: Hikari Shinwa: Palutena no Kagami,0.07
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,0.1
Fire Emblem: Path of Radiance,0.54
Princess Frontier Portable,0.02
Kannou Mukashi Banashi Portable,0.02
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,0.03
Diablo II,0.12
Saw II: Flesh & Blood,0.35000000000000003
NPPL: Championship Paintball 2009,0.66
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,0.12
Age of Mythology,0.09
Haneru no Tobira Wii: Girigirissu,0.02
Yu Yu Hakusho: Tournament Tactics,0.11
Hanagumi Taisen Columns,0.12
Frogger's Journey: The Forgotten Relic,0.25
King of Clubs: Mini Golf,0.09999999999999999
Gretzky NHL 2005,0.17
SingStar Apres-Ski Party 2,0.09000000000000001
Cube,0.02
Operation: Vietnam,0.06
Even in a Game Listen to Me Girls. I Am Your Father!,0.03
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,0.1
Fuel,0.5900000000000001
MLB 2004,0.65
Meiji Toukyou Renka: Twilight Kiss,0.02
Ener-G Horse Riders,0.16000000000000003
Lunar: Dragon Song,0.12
WipEout,0.47
Psychic Detective,0.01
P.N.03 - Product Number Three,0.08
The Lord of the Rings: The Battle for Middle-Earth,0.07999999999999999
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,0.02
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,0.03
Imagine: Fashion Stylist,0.14
Dungeon Maker II: The Hidden War,0.06999999999999999
Terminator 3: The Redemption,0.24000000000000002
Jurassic Park III: Island Attack,0.18
El Shaddai: Ascension of the Metatron,0.45000000000000007
Sega Soccer Slam,0.24000000000000002
Air Combat,1.82
Forbidden Siren 2,0.08
Armored Core: Nine Breaker,0.06999999999999999
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0.13
Frantix,0.09
Criminal Girls 2,0.03
Just Cause,0.18000000000000005
Extreme-G,0.59
Cabela's Big Game Hunter,1.51
EyeToy: Operation Spy,0.09999999999999999
Bad Boys: Miami Takedown,1.3800000000000001
Mario Tennis,3.56
Cities: Skylines Snowfall,0.01
Frogger's Adventures 2: The Lost Wand,0.19
Jet Grind Radio,0.03
Cardfight!! Vanguard: Ride to Victory,0.09
War of the Monsters,0.53
NFL Quarterback Club 99,0.61
Genkai Tokki: Seven Pirates,0.02
Project Gotham Racing 2 (JP weekly sales),0.03
Arc the Lad: Twilight of the Spirits,0.37
LEGO Battles: Ninjago,1.5500000000000003
G1 Jockey 4 2007,0.01
Drawn to Life,0.79
NBA 2K10,2.929999999999999
Sled Shred featuring the Jamaican Bobsled Team,0.05
Mytran Wars,0.12000000000000001
Cocoto Magic Circus,0.02
The Sum of All Fears,0.08
Sacred Blaze,0.04
Zatch Bell! Electric Arena,0.03
MDK,0.2
Musou Tourou,0.01
LEGO Indiana Jones 2: The Adventure Continues,5.2299999999999995
Homeworld 2,0.04
Scooby-Doo! Mystery Mayhem,1.2600000000000002
Hiiro no Kakera 3: Aoikuro no Kusabi,0.03
The Rise of the Argonauts,0.37
Classic NES Series: Pac-Man,0.47
Casper's Scare School: Spooky Sports Day,0.04
NFL GameDay 99,1.53
Resident Evil: Operation Raccoon City,2.0199999999999996
Test Drive Off-Road Wide Open,0.19
Naruto: Ultimate Ninja 3 (JP sales),0.36
Virtua Fighter 4,1.82
Robotica,0.06
Super Sentai Battle: Ranger Cross,0.08
Star Soldier: Vanishing Earth,0.060000000000000005
Zumba Fitness 2,2.8900000000000006
Chopper Attack,0.11
Return to PopoloCrois: A Story of Seasons Fairytale,0.15000000000000002
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,0.02
Hamster Club 4: Shigessa Daidassou,0.29000000000000004
Heavy Rain,3.12
Tony Hawk's Pro Skater 3,8.059999999999997
Zillions of Enemy X: Zetsukai no Crusade,0.02
WWF Wrestlemania: The Arcade Game,0.05
Nichibutsu Arcade Classics,0.28
Farm Frenzy,0.01
Bladestorm: Nightmare,0.24
Dig Dug: Digging Strike,0.05
Cooking Mama: Cook Off,2.9099999999999993
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,0.02
Capcom Fighting Evolution,0.25
Knights in the Nightmare,0.17
Famista '92,0.28
SpongeBob SquarePants: Battle for Bikini Bottom,4.429999999999999
Buzz! Junior: Jungle Party,0.41
Super Mario Bros. 3,22.49
World Soccer Winning Eleven 8: Liveware Evolution,0.47
Jewel Master: Cradle of Persia,0.060000000000000005
Parlor! Mini 2,0.07
Wheel of Fortune: 2nd Edition,0.42000000000000004
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,0.08
nail'd,0.23
Netsu Chu! Pro Yakyuu 2003,0.28
GachiTora! Abarenbou Kyoushi in High School,0.05
Fantavision,0.48
Busy Scissors,0.14
Danganronpa 2: Goodbye Despair,0.45
Dragon Quest Builders: Revive Alefgard,0.64
DJ Hero 2,2.19
National Geographic Panda (JP sales),0.01
Fashion Week Jr. Designer,0.04
Braid,0.03
Dragon Ball Kai: Ultimate Butouden,0.09
Pac-Man,9.03
Company of Heroes,0.05
Moto Racer Advance,0.01
The Game of Life / Yahtzee / Payday,0.18
The House of The Dead III,0.38
Tom Clancy's Ghost Recon: Advanced Warfighter,0.060000000000000005
Top Spin,0.56
ESPN NFL 2K5,4.26
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,0.05
NBA Live 06,1.6800000000000002
Momotarou Dentetsu 15,0.22
SEGA Bass Fishing Duel,0.18
Harukanaru Toki no Naka de Yumenoukihashi Special,0.03
Blast Lacrosse,0.05
Choro Q3,0.26
Quake II,0.72
Outdoors Unleashed: Africa 3D,0.01
My First Dollhouse,0.11
Off-World Interceptor Extreme,0.16
Final Fantasy Tactics,2.45
MySims Party,0.53
Dorabase DS: Dramatic Stadium,0.21
Rush 2: Extreme Racing USA,0.41
7th Dragon,0.14
Professor Layton and the Curious Village,5.25
StormLover,0.03
Two Worlds,0.71
Date A Live: Arusu Install,0.02
Deus Ex: Invisible War,0.33
Brain Dead 13,0.02
Growlanser VI: Precarious World,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,0.05
Pro Evolution Soccer 2010,5.970000000000001
Glacier2,0.04
Mary-Kate and Ashley: Girls Night Out,0.2
River City Soccer Hooligans,0.05
Clash of Elementalists,0.5
Power Rangers: Dino Thunder,1.6
Hannah Montana,2.6500000000000004
FunkMaster Flex's Digital Hitz Factory,0.03
Sega Rally Championship,1.1600000000000001
Blood of Bahamut,0.09
Dead Rising 3,1.54
My Weight Loss Coach,0.9500000000000001
Take On Helicopters,0.03
Kinect Joy Ride,1.44
Namco Museum 50th Anniversary (JP sales),0.02
Disney Princess: Magical Jewels,1.4699999999999998
To Love-Ru Trouble: Darkness - True Princess,0.02
Mousetrap / Operation / Simon,0.16
Battle of Giants: Dragons,0.6200000000000001
Monster Force,0.04
Dora's Cooking Club,0.09999999999999999
La Pucelle: Tactics,0.18
Santa Claus Is Comin' to Town!,0.14
SoulCalibur II,4.55
Die Hard Trilogy,1.53
Puzzle & Action: Tant-R,0.03
Astro Boy: Omega Factor,0.08
Assetto Corsa,0.060000000000000005
Perfect Weapon,0.24
Imagine: Artist,0.05
Winning Post 8 2015,0.04
Arc the Lad III,0.42000000000000004
Rayman Raving Rabbids 2,2.65
Dirge of Cerberus: Final Fantasy VII,1.48
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0.04
R-Types,0.06
Cars: Race-O-Rama,2.7199999999999993
